Sales Report,,,,,,,,,,,,,,,,,
Date,Day,Sales Rep,Product,Units, Price ,Total Sales,City,Region,,,,,,,,,
14 February 2030,Tuesday,Eddie  Green,Nestle Rowntree Screamers,3,141.00,423,Durgapur,East,,,,,,,,,
15 February 2030,Wednesday,Jenny  Garcia,Nestle Kit Kat Cone,25,397.00,9925,Shimla,North,,,,,,,,,
16 February 2030,Thursday,Eric  Rose,Nestle Maxibon Cookie,2,312.00,624,Mumbai,West,,,,,,,,,
17 February 2030,Friday,Sylvester  Morales,Nestle Fab,2,398.00,796,Mumbai,West,,,,,,,,,
18 February 2030,Saturday,Shari  Silva,Nestle Maxibon Cookie,1,234.00,234,Mysore,South,,,,,,,,,
19 February 2030,Sunday,Cecilia  Manning,Nestle Rolo Potz,3,221.00,663,Trivandrum,South,,,,,,,,,
20 February 2030,Monday,Max  Rodgers,Nestle Toffee Crumble,2,110.00,220,Nagpur,West,,,,,,,,,
21 February 2030,Tuesday,Elvira  Bowman,Nestle Smarties Pop-Up,1,151.00,151,Srinagar,North,,,,,,,,,
22 February 2030,Wednesday,Christina  Fuller,Nestle Rowntree Fruit Pastil,1,474.00,474,Nagpur,West,,,,,,,,,
23 February 2030,Thursday,Felicia  Jennings,Nestle Fab,3,324.00,972,Pune,West,,,,,,,,,
24 February 2030,Friday,Della  Jensen,Nestle Rowntree Fruit Pastil,1,371.00,371,Patna,East,,,,,,,,,
25 February 2030,Saturday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,3,499.00,1497,Delhi,North,,,,,,,,,
26 February 2030,Sunday,Eddie  Green,Nestle Smarties Pop-Up,3,381.00,1143,Durgapur,East,,,,,,,,,
27 February 2030,Monday,Lee  Mack,Nestle Aero Mint Potz,3,427.00,1281,Delhi,North,,,,,,,,,
28 February 2030,Tuesday,Elbert  Klein,Nestle Kit Kat Cone,3,165.00,495,Cochin,South,,,,,,,,,
01 March 2030,Wednesday,Lorraine  Gibson,Nestle Smarties Pop-Up,2,271.00,542,Kolkata,East,,,,,,,,,
02 March 2030,Thursday,Max  Rodgers,Nestle Aero Mint Potz,3,456.00,1368,Nagpur,West,,,,,,,,,
03 March 2030,Friday,Rachel  Gomez,Nestle Milky Bar Stick,3,141.00,423,Delhi,North,,,,,,,,,
04 March 2030,Saturday,Rachel  Gomez,Nestle Rowntree Fruit Pastil,1,366.00,366,Delhi,North,,,,,,,,,
05 March 2030,Sunday,Elvira  Bowman,Nestle Toffee Crumble,25,237.00,5925,Srinagar,North,,,,,,,,,
06 March 2030,Monday,Kyle  Carr,Nestle Milky Bar Stick,2,278.00,556,Delhi,North,,,,,,,,,
07 March 2030,Tuesday,Ernest  Davis,Nestle Toffee Crumble,3,456.00,1368,Mumbai,West,,,,,,,,,
08 March 2030,Wednesday,Christina  Fuller,Nestle Smarties Pop-Up,2,221.00,442,Nagpur,West,,,,,,,,,
09 March 2030,Thursday,Andrew  Meyer,Nestle Milky Bar Stick,13,228.00,2964,Mumbai,West,,,,,,,,,
10 March 2030,Friday,Cindy  Becker,Nestle Smarties Pop-Up,2,369.00,738,Bangalore,South,,,,,,,,,
11 March 2030,Saturday,Andrew  Meyer,Nestle Fab,3,188.00,564,Mumbai,West,,,,,,,,,
12 March 2030,Sunday,Sandra  Floyd,Nestle Toffee Crumble,3,296.00,888,Nainital,North,,,,,,,,,
13 March 2030,Monday,Salvador  Bass,Nestle Rolo Potz,9,464.00,4176,Goa,West,,,,,,,,,
14 March 2030,Tuesday,Eddie  Green,Nestle Rolo Potz,2,474.00,948,Durgapur,East,,,,,,,,,
15 March 2030,Wednesday,Elbert  Klein,Nestle Aero Mint Potz,2,327.00,654,Cochin,South,,,,,,,,,
16 March 2030,Thursday,Tiffany  May,Nestle Rowntree Fruit Pastil,3,463.00,1389,Agra,North,,,,,,,,,
17 March 2030,Friday,Brooke  Horton,Nestle Toffee Crumble,2,147.00,294,Nainital,North,,,,,,,,,
18 March 2030,Saturday,Elaine  Ellis,Nestle Toffee Crumble,1,177.00,177,Hyderabad,South,,,,,,,,,
19 March 2030,Sunday,Tracy  Reed,Nestle Maxibon Cookie,3,340.00,1020,Agra,North,,,,,,,,,
20 March 2030,Monday,Jaime  Pearson,Nestle Toffee Crumble,1,216.00,216,Jodhpur,North,,,,,,,,,
21 March 2030,Tuesday,Christy  Olson,Nestle Rowntree Fruit Pastil,2,215.00,430,Surat,West,,,,,,,,,
22 March 2030,Wednesday,Ivan  Adkins,Nestle Rowntree Screamers,3,437.00,1311,Mumbai,West,,,,,,,,,
23 March 2030,Thursday,Lance  Yates,Nestle Smarties Pop-Up,3,351.00,1053,Srinagar,North,,,,,,,,,
24 March 2030,Friday,Paulette  Spencer,Nestle Rolo Potz,3,475.00,1425,Hyderabad,South,,,,,,,,,
25 March 2030,Saturday,Drew  Rogers,Nestle Maxibon Cookie,1,136.00,136,Delhi,North,,,,,,,,,
26 March 2030,Sunday,Marian  Hill,Nestle Toffee Crumble,2,219.00,438,Trivandrum,South,,,,,,,,,
27 March 2030,Monday,Dan  Peterson,Nestle Kit Kat Cone,3,224.00,672,Shimla,North,,,,,,,,,
28 March 2030,Tuesday,Lula  Daniels,Nestle Toffee Crumble,18,389.00,7002,Nainital,North,,,,,,,,,
29 March 2030,Wednesday,Bernadette  Page,Nestle Rowntree Fruit Pastil,10,324.00,3240,Delhi,North,,,,,,,,,
30 March 2030,Thursday,Mable  Lindsey,Nestle Fab,2,490.00,980,Ahmedabad,West,,,,,,,,,
31 March 2030,Friday,Cassandra  Franklin,Nestle Toffee Crumble,3,131.00,393,Delhi,North,,,,,,,,,
01 April 2030,Saturday,Cecilia  Manning,Nestle Aero Mint Potz,3,135.00,405,Trivandrum,South,,,,,,,,,
02 April 2030,Sunday,Rachel  Gomez,Nestle Rowntree Fruit Pastil,3,307.00,921,Delhi,North,,,,,,,,,
03 April 2030,Monday,Mable  Lindsey,Nestle Rowntree Fruit Pastil,1,140.00,140,Ahmedabad,West,,,,,,,,,
04 April 2030,Tuesday,Drew  Rogers,Nestle Rolo Potz,2,100.00,200,Delhi,North,,,,,,,,,
05 April 2030,Wednesday,Rachel  Gomez,Nestle Rowntree Screamers,3,402.00,1206,Delhi,North,,,,,,,,,
06 April 2030,Thursday,Brooke  Horton,Nestle Aero Mint Potz,3,409.00,1227,Nainital,North,,,,,,,,,
07 April 2030,Friday,Max  Rodgers,Nestle Aero Mint Potz,3,280.00,840,Nagpur,West,,,,,,,,,
08 April 2030,Saturday,Rachel  Gomez,Nestle Fab,2,457.00,914,Delhi,North,,,,,,,,,
09 April 2030,Sunday,Elvira  Bowman,Nestle Smarties Pop-Up,2,490.00,980,Srinagar,North,,,,,,,,,
10 April 2030,Monday,Andrew  Meyer,Nestle Aero Mint Potz,1,435.00,435,Mumbai,West,,,,,,,,,
11 April 2030,Tuesday,Jenny  Garcia,Nestle Milky Bar Stick,2,112.00,224,Shimla,North,,,,,,,,,
12 April 2030,Wednesday,Billie  Chandler,Nestle Aero Mint Potz,1,205.00,205,Surat,West,,,,,,,,,
13 April 2030,Thursday,Iris  Underwood,Nestle Nobbly Bobbly,1,245.00,245,Pune,West,,,,,,,,,
14 April 2030,Friday,Shari  Silva,Nestle Maxibon Cookie,16,479.00,7664,Mysore,South,,,,,,,,,
15 April 2030,Saturday,Joey  Wong,Nestle Aero Mint Potz,2,416.00,832,Goa,West,,,,,,,,,
16 April 2030,Sunday,Christy  Olson,Nestle Smarties Pop-Up,2,282.00,564,Surat,West,,,,,,,,,
17 April 2030,Monday,Cassandra  Franklin,Nestle Rolo Potz,2,162.00,324,Delhi,North,,,,,,,,,
18 April 2030,Tuesday,Tracy  Reed,Nestle Toffee Crumble,2,364.00,728,Agra,North,,,,,,,,,
19 April 2030,Wednesday,Shari  Silva,Nestle Milky Bar Stick,2,102.00,204,Mysore,South,,,,,,,,,
20 April 2030,Thursday,Billie  Chandler,Nestle Milky Bar Stick,3,427.00,1281,Surat,West,,,,,,,,,
21 April 2030,Friday,Felicia  Jennings,Nestle Rolo Potz,3,197.00,591,Pune,West,,,,,,,,,
22 April 2030,Saturday,Jenny  Garcia,Nestle Milky Bar Stick,2,319.00,638,Shimla,North,,,,,,,,,
23 April 2030,Sunday,Eddie  Green,Nestle Rolo Potz,1,305.00,305,Durgapur,East,,,,,,,,,
24 April 2030,Monday,Drew  Rogers,Nestle Smarties Pop-Up,1,119.00,119,Delhi,North,,,,,,,,,
25 April 2030,Tuesday,Max  Rodgers,Nestle Toffee Crumble,3,134.00,402,Nagpur,West,,,,,,,,,
26 April 2030,Wednesday,Dan  Peterson,Nestle Milky Bar Stick,1,207.00,207,Shimla,North,,,,,,,,,
27 April 2030,Thursday,Cassandra  Franklin,Nestle Kit Kat Cone,2,299.00,598,Delhi,North,,,,,,,,,
28 April 2030,Friday,Lynette  Brewer,Nestle Fab,3,179.00,537,Varanasi,North,,,,,,,,,
29 April 2030,Saturday,Johanna  Boone,Nestle Toffee Crumble,3,408.00,1224,Mysore,South,,,,,,,,,
30 April 2030,Sunday,Carla  Mccormick,Nestle Toffee Crumble,3,354.00,1062,Varanasi,North,,,,,,,,,
01 May 2030,Monday,Drew  Rogers,Nestle Kit Kat Cone,3,166.00,498,Delhi,North,,,,,,,,,
02 May 2030,Tuesday,Billie  Chandler,Nestle Rowntree Fruit Pastil,4,446.00,1784,Surat,West,,,,,,,,,
03 May 2030,Wednesday,Christy  Olson,Nestle Aero Mint Potz,3,227.00,681,Surat,West,,,,,,,,,
04 May 2030,Thursday,Bobbie  Ryan,Nestle Rolo Potz,2,294.00,588,Darjeeling,East,,,,,,,,,
05 May 2030,Friday,Fernando  Rowe,Nestle Rowntree Fruit Pastil,3,357.00,1071,Ahmedabad,West,,,,,,,,,
06 May 2030,Saturday,Fernando  Rowe,Nestle Rowntree Fruit Pastil,1,197.00,197,Ahmedabad,West,,,,,,,,,
07 May 2030,Sunday,Elaine  Ellis,Nestle Fab,3,256.00,768,Hyderabad,South,,,,,,,,,
08 May 2030,Monday,Edwin  Malone,Nestle Fab,2,379.00,758,Kolkata,East,,,,,,,,,
09 May 2030,Tuesday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,325.00,650,Delhi,North,,,,,,,,,
10 May 2030,Wednesday,Lula  Daniels,Nestle Toffee Crumble,3,430.00,1290,Nainital,North,,,,,,,,,
11 May 2030,Thursday,Eric  Rose,Nestle Milky Bar Stick,3,373.00,1119,Mumbai,West,,,,,,,,,
12 May 2030,Friday,Eric  Rose,Nestle Aero Mint Potz,1,221.00,221,Mumbai,West,,,,,,,,,
13 May 2030,Saturday,Woodrow  Colon,Nestle Rowntree Screamers,3,494.00,1482,Cochin,South,,,,,,,,,
14 May 2030,Sunday,Brooke  Horton,Nestle Fab,3,455.00,1365,Nainital,North,,,,,,,,,
15 May 2030,Monday,Jenny  Garcia,Nestle Smarties Pop-Up,2,132.00,264,Shimla,North,,,,,,,,,
16 May 2030,Tuesday,Robert  Munoz,Nestle Kit Kat Cone,3,107.00,321,Delhi,North,,,,,,,,,
17 May 2030,Wednesday,Bobbie  Ryan,Nestle Smarties Pop-Up,5,316.00,1580,Darjeeling,East,,,,,,,,,
18 May 2030,Thursday,Della  Jensen,Nestle Toffee Crumble,2,478.00,956,Patna,East,,,,,,,,,
19 May 2030,Friday,Sylvester  Morales,Nestle Aero Mint Potz,3,376.00,1128,Mumbai,West,,,,,,,,,
20 May 2030,Saturday,Isabel  Cross,Nestle Smarties Pop-Up,3,221.00,663,Ranchi,East,,,,,,,,,
21 May 2030,Sunday,Johanna  Boone,Nestle Kit Kat Cone,4,245.00,980,Mysore,South,,,,,,,,,
22 May 2030,Monday,Edwin  Malone,Nestle Rowntree Fruit Pastil,3,107.00,321,Kolkata,East,,,,,,,,,
23 May 2030,Tuesday,Christy  Olson,Nestle Rowntree Fruit Pastil,3,463.00,1389,Surat,West,,,,,,,,,
24 May 2030,Wednesday,Ivan  Adkins,Nestle Fab,3,293.00,879,Mumbai,West,,,,,,,,,
25 May 2030,Thursday,Drew  Rogers,Nestle Smarties Pop-Up,2,162.00,324,Delhi,North,,,,,,,,,
26 May 2030,Friday,Drew  Rogers,Nestle Rolo Potz,22,184.00,4048,Delhi,North,,,,,,,,,
27 May 2030,Saturday,Jenny  Garcia,Nestle Fab,3,239.00,717,Shimla,North,,,,,,,,,
28 May 2030,Sunday,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,187.00,561,Pune,West,,,,,,,,,
29 May 2030,Monday,Don  Gonzales,Nestle Rowntree Fruit Pastil,2,459.00,918,Mysore,South,,,,,,,,,
30 May 2030,Tuesday,Kyle  Carr,Nestle Rolo Potz,2,181.00,362,Delhi,North,,,,,,,,,
31 May 2030,Wednesday,Robert  Munoz,Nestle Fab,2,384.00,768,Delhi,North,,,,,,,,,
01 June 2030,Thursday,Lula  Daniels,Nestle Rowntree Fruit Pastil,1,116.00,116,Nainital,North,,,,,,,,,
02 June 2030,Friday,Ernest  Davis,Nestle Rolo Potz,17,255.00,4335,Mumbai,West,,,,,,,,,
03 June 2030,Saturday,Marian  Hill,Nestle Smarties Pop-Up,3,215.00,645,Trivandrum,South,,,,,,,,,
04 June 2030,Sunday,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,384.00,768,Ahmedabad,West,,,,,,,,,
05 June 2030,Monday,Cindy  Becker,Nestle Kit Kat Cone,3,410.00,1230,Bangalore,South,,,,,,,,,
06 June 2030,Tuesday,Brooke  Horton,Nestle Milky Bar Stick,3,242.00,726,Nainital,North,,,,,,,,,
07 June 2030,Wednesday,Lorraine  Gibson,Nestle Milky Bar Stick,3,118.00,354,Kolkata,East,,,,,,,,,
08 June 2030,Thursday,Donna  Reid,Nestle Aero Mint Potz,2,230.00,460,Goa,West,,,,,,,,,
09 June 2030,Friday,Woodrow  Colon,Nestle Fab,2,429.00,858,Cochin,South,,,,,,,,,
10 June 2030,Saturday,Della  Jensen,Nestle Toffee Crumble,3,241.00,723,Patna,East,,,,,,,,,
11 June 2030,Sunday,Lance  Yates,Nestle Aero Mint Potz,5,310.00,1550,Srinagar,North,,,,,,,,,
12 June 2030,Monday,Bobbie  Ryan,Nestle Milky Bar Stick,2,222.00,444,Darjeeling,East,,,,,,,,,
13 June 2030,Tuesday,Andrew  Meyer,Nestle Aero Mint Potz,2,165.00,330,Mumbai,West,,,,,,,,,
14 June 2030,Wednesday,Nellie  Joseph,Nestle Milky Bar Stick,1,337.00,337,Patna,East,,,,,,,,,
15 June 2030,Thursday,Isabel  Cross,Nestle Kit Kat Cone,1,412.00,412,Ranchi,East,,,,,,,,,
16 June 2030,Friday,Cecilia  Manning,Nestle Kit Kat Cone,1,157.00,157,Trivandrum,South,,,,,,,,,
17 June 2030,Saturday,Robert  Munoz,Nestle Milky Bar Stick,2,399.00,798,Delhi,North,,,,,,,,,
18 June 2030,Sunday,Felicia  Jennings,Nestle Toffee Crumble,1,284.00,284,Pune,West,,,,,,,,,
19 June 2030,Monday,Willie  Vega,Nestle Fab,3,455.00,1365,Delhi,North,,,,,,,,,
20 June 2030,Tuesday,Brooke  Horton,Nestle Milky Bar Stick,3,229.00,687,Nainital,North,,,,,,,,,
21 June 2030,Wednesday,Christy  Olson,Nestle Maxibon Cookie,3,450.00,1350,Surat,West,,,,,,,,,
22 June 2030,Thursday,Della  Jensen,Nestle Toffee Crumble,2,297.00,594,Patna,East,,,,,,,,,
23 June 2030,Friday,Cindy  Becker,Nestle Smarties Pop-Up,20,197.00,3940,Bangalore,South,,,,,,,,,
24 June 2030,Saturday,Lula  Daniels,Nestle Rowntree Fruit Pastil,1,132.00,132,Nainital,North,,,,,,,,,
25 June 2030,Sunday,Ruben  Nunez,Nestle Toffee Crumble,1,218.00,218,Ahmedabad,West,,,,,,,,,
26 June 2030,Monday,Kyle  Carr,Nestle Rowntree Screamers,1,235.00,235,Delhi,North,,,,,,,,,
27 June 2030,Tuesday,Blake  Bridges,Nestle Aero Mint Potz,2,134.00,268,Cochin,South,,,,,,,,,
28 June 2030,Wednesday,Felicia  Jennings,Nestle Rowntree Screamers,1,479.00,479,Pune,West,,,,,,,,,
29 June 2030,Thursday,Woodrow  Colon,Nestle Maxibon Cookie,19,468.00,8892,Cochin,South,,,,,,,,,
30 June 2030,Friday,Brooke  Horton,Nestle Smarties Pop-Up,2,454.00,908,Nainital,North,,,,,,,,,
01 July 2030,Saturday,Isabel  Cross,Nestle Rowntree Screamers,2,321.00,642,Ranchi,East,,,,,,,,,
02 July 2030,Sunday,Willie  Vega,Nestle Aero Mint Potz,3,178.00,534,Delhi,North,,,,,,,,,
03 July 2030,Monday,Brooke  Horton,Nestle Maxibon Cookie,2,142.00,284,Nainital,North,,,,,,,,,
04 July 2030,Tuesday,Austin  Reynolds,Nestle Milky Bar Stick,22,307.00,6754,Kolkata,East,,,,,,,,,
05 July 2030,Wednesday,Ruben  Nunez,Nestle Maxibon Cookie,2,212.00,424,Ahmedabad,West,,,,,,,,,
06 July 2030,Thursday,Donna  Reid,Nestle Rowntree Screamers,3,486.00,1458,Goa,West,,,,,,,,,
07 July 2030,Friday,Drew  Rogers,Nestle Smarties Pop-Up,2,500.00,1000,Delhi,North,,,,,,,,,
08 July 2030,Saturday,Dan  Peterson,Nestle Aero Mint Potz,2,311.00,622,Shimla,North,,,,,,,,,
09 July 2030,Sunday,Della  Jensen,Nestle Milky Bar Stick,3,390.00,1170,Patna,East,,,,,,,,,
10 July 2030,Monday,Trevor  Jones,Nestle Fab,2,141.00,282,Pune,West,,,,,,,,,
11 July 2030,Tuesday,Salvador  Bass,Nestle Toffee Crumble,22,277.00,6094,Goa,West,,,,,,,,,
12 July 2030,Wednesday,Christy  Olson,Nestle Smarties Pop-Up,2,109.00,218,Surat,West,,,,,,,,,
13 July 2030,Thursday,Charlie  Wood,Nestle Rowntree Fruit Pastil,1,482.00,482,Agra,North,,,,,,,,,
14 July 2030,Friday,Cassandra  Franklin,Nestle Milky Bar Stick,13,339.00,4407,Delhi,North,,,,,,,,,
15 July 2030,Saturday,Isabel  Cross,Nestle Smarties Pop-Up,2,175.00,350,Ranchi,East,,,,,,,,,
16 July 2030,Sunday,Drew  Rogers,Nestle Aero Mint Potz,3,371.00,1113,Delhi,North,,,,,,,,,
17 July 2030,Monday,Salvador  Bass,Nestle Kit Kat Cone,1,361.00,361,Goa,West,,,,,,,,,
18 July 2030,Tuesday,Billie  Chandler,Nestle Rowntree Fruit Pastil,2,425.00,850,Surat,West,,,,,,,,,
19 July 2030,Wednesday,Salvador  Bass,Nestle Toffee Crumble,2,172.00,344,Goa,West,,,,,,,,,
20 July 2030,Thursday,Felicia  Jennings,Nestle Rowntree Screamers,11,290.00,3190,Pune,West,,,,,,,,,
21 July 2030,Friday,Cecilia  Manning,Nestle Smarties Pop-Up,3,110.00,330,Trivandrum,South,,,,,,,,,
22 July 2030,Saturday,Isabel  Cross,Nestle Milky Bar Stick,3,406.00,1218,Ranchi,East,,,,,,,,,
23 July 2030,Sunday,Fernando  Rowe,Nestle Aero Mint Potz,1,226.00,226,Ahmedabad,West,,,,,,,,,
24 July 2030,Monday,Peter  Hodges,Nestle Aero Mint Potz,1,444.00,444,Shimla,North,,,,,,,,,
25 July 2030,Tuesday,Sonya  Mullins,Nestle Rowntree Screamers,20,207.00,4140,Kolkata,East,,,,,,,,,
26 July 2030,Wednesday,Shari  Silva,Nestle Toffee Crumble,16,406.00,6496,Mysore,South,,,,,,,,,
27 July 2030,Thursday,Willie  Vega,Nestle Rowntree Fruit Pastil,4,151.00,604,Delhi,North,,,,,,,,,
28 July 2030,Friday,Johanna  Boone,Nestle Toffee Crumble,17,325.00,5525,Mysore,South,,,,,,,,,
29 July 2030,Saturday,Elvira  Bowman,Nestle Fab,15,158.00,2370,Srinagar,North,,,,,,,,,
30 July 2030,Sunday,Sandra  Floyd,Nestle Toffee Crumble,2,484.00,968,Nainital,North,,,,,,,,,
31 July 2030,Monday,Lynette  Brewer,Nestle Milky Bar Stick,4,245.00,980,Varanasi,North,,,,,,,,,
01 August 2030,Tuesday,Ben  Perez,Nestle Smarties Pop-Up,2,443.00,886,Goa,West,,,,,,,,,
02 August 2030,Wednesday,Tracy  Reed,Nestle Toffee Crumble,3,491.00,1473,Agra,North,,,,,,,,,
03 August 2030,Thursday,Della  Jensen,Nestle Rowntree Fruit Pastil,3,466.00,1398,Patna,East,,,,,,,,,
04 August 2030,Friday,Elaine  Ellis,Nestle Aero Mint Potz,3,286.00,858,Hyderabad,South,,,,,,,,,
05 August 2030,Saturday,Andrew  Meyer,Nestle Rowntree Fruit Pastil,1,162.00,162,Mumbai,West,,,,,,,,,
06 August 2030,Sunday,Kyle  Carr,Nestle Milky Bar Stick,3,432.00,1296,Delhi,North,,,,,,,,,
07 August 2030,Monday,Guillermo  Potter,Nestle Maxibon Cookie,2,272.00,544,Nainital,North,,,,,,,,,
08 August 2030,Tuesday,Donna  Reid,Nestle Milky Bar Stick,2,188.00,376,Goa,West,,,,,,,,,
09 August 2030,Wednesday,Christina  Fuller,Nestle Fab,2,279.00,558,Nagpur,West,,,,,,,,,
10 August 2030,Thursday,Guillermo  Potter,Nestle Aero Mint Potz,3,394.00,1182,Nainital,North,,,,,,,,,
11 August 2030,Friday,Johanna  Boone,Nestle Toffee Crumble,1,326.00,326,Mysore,South,,,,,,,,,
12 August 2030,Saturday,Brooke  Horton,Nestle Smarties Pop-Up,15,129.00,1935,Nainital,North,,,,,,,,,
13 August 2030,Sunday,Cassandra  Franklin,Nestle Toffee Crumble,3,470.00,1410,Delhi,North,,,,,,,,,
14 August 2030,Monday,Fernando  Rowe,Nestle Rowntree Fruit Pastil,2,287.00,574,Ahmedabad,West,,,,,,,,,
15 August 2030,Tuesday,Cassandra  Franklin,Nestle Smarties Pop-Up,2,116.00,232,Delhi,North,,,,,,,,,
16 August 2030,Wednesday,Dan  Peterson,Nestle Milky Bar Stick,3,119.00,357,Shimla,North,,,,,,,,,
17 August 2030,Thursday,Pauline  Beck,Nestle Toffee Crumble,1,340.00,340,Pune,West,,,,,,,,,
18 August 2030,Friday,Billie  Chandler,Nestle Milky Bar Stick,3,282.00,846,Surat,West,,,,,,,,,
19 August 2030,Saturday,Tiffany  May,Nestle Aero Mint Potz,3,267.00,801,Agra,North,,,,,,,,,
20 August 2030,Sunday,Bobbie  Ryan,Nestle Aero Mint Potz,2,220.00,440,Darjeeling,East,,,,,,,,,
21 August 2030,Monday,Della  Jensen,Nestle Fab,2,367.00,734,Patna,East,,,,,,,,,
22 August 2030,Tuesday,Brooke  Horton,Nestle Maxibon Cookie,1,114.00,114,Nainital,North,,,,,,,,,
23 August 2030,Wednesday,Herman  Williams,Nestle Rowntree Fruit Pastil,3,229.00,687,Darjeeling,East,,,,,,,,,
24 August 2030,Thursday,Cindy  Becker,Nestle Toffee Crumble,1,143.00,143,Bangalore,South,,,,,,,,,
25 August 2030,Friday,Donna  Reid,Nestle Nobbly Bobbly,19,295.00,5605,Goa,West,,,,,,,,,
26 August 2030,Saturday,Sonya  Mullins,Nestle Toffee Crumble,2,462.00,924,Kolkata,East,,,,,,,,,
27 August 2030,Sunday,Elaine  Ellis,Nestle Smarties Pop-Up,3,312.00,936,Hyderabad,South,,,,,,,,,
28 August 2030,Monday,Trevor  Jones,Nestle Fab,3,383.00,1149,Pune,West,,,,,,,,,
29 August 2030,Tuesday,Mable  Lindsey,Nestle Milky Bar Stick,2,451.00,902,Ahmedabad,West,,,,,,,,,
30 August 2030,Wednesday,Trevor  Jones,Nestle Aero Mint Potz,3,270.00,810,Pune,West,,,,,,,,,
31 August 2030,Thursday,Peter  Hodges,Nestle Smarties Pop-Up,4,471.00,1884,Shimla,North,,,,,,,,,
01 September 2030,Friday,Pauline  Beck,Nestle Toffee Crumble,3,215.00,645,Pune,West,,,,,,,,,
02 September 2030,Saturday,Ellen  Weaver,Nestle Milky Bar Stick,2,188.00,376,Hyderabad,South,,,,,,,,,
03 September 2030,Sunday,Lance  Yates,Nestle Milky Bar Stick,3,416.00,1248,Srinagar,North,,,,,,,,,
04 September 2030,Monday,Shari  Silva,Nestle Fab,2,147.00,294,Mysore,South,,,,,,,,,
05 September 2030,Tuesday,Joey  Wong,Nestle Smarties Pop-Up,2,268.00,536,Goa,West,,,,,,,,,
06 September 2030,Wednesday,Kyle  Carr,Nestle Aero Mint Potz,2,256.00,512,Delhi,North,,,,,,,,,
07 September 2030,Thursday,Billie  Chandler,Nestle Toffee Crumble,25,138.00,3450,Surat,West,,,,,,,,,
08 September 2030,Friday,Eric  Rose,Nestle Aero Mint Potz,2,434.00,868,Mumbai,West,,,,,,,,,
09 September 2030,Saturday,Bobbie  Ryan,Nestle Fab,5,231.00,1155,Darjeeling,East,,,,,,,,,
10 September 2030,Sunday,Rachel  Gomez,Nestle Kit Kat Cone,2,311.00,622,Delhi,North,,,,,,,,,
11 September 2030,Monday,Cassandra  Franklin,Nestle Fab,1,151.00,151,Delhi,North,,,,,,,,,
12 September 2030,Tuesday,Lorraine  Gibson,Nestle Fab,1,420.00,420,Kolkata,East,,,,,,,,,
13 September 2030,Wednesday,Trevor  Jones,Nestle Milky Bar Stick,3,402.00,1206,Pune,West,,,,,,,,,
14 September 2030,Thursday,Tiffany  May,Nestle Smarties Pop-Up,3,419.00,1257,Agra,North,,,,,,,,,
15 September 2030,Friday,Elvira  Bowman,Nestle Aero Mint Potz,3,204.00,612,Srinagar,North,,,,,,,,,
16 September 2030,Saturday,Johanna  Boone,Nestle Toffee Crumble,12,443.00,5316,Mysore,South,,,,,,,,,
17 September 2030,Sunday,Trevor  Jones,Nestle Rowntree Screamers,1,475.00,475,Pune,West,,,,,,,,,
18 September 2030,Monday,Beth  Tucker,Nestle Toffee Crumble,1,312.00,312,Pune,West,,,,,,,,,
19 September 2030,Tuesday,Patty  Thompson,Nestle Fab,3,497.00,1491,Mumbai,West,,,,,,,,,
20 September 2030,Wednesday,Charlie  Wood,Nestle Kit Kat Cone,3,466.00,1398,Agra,North,,,,,,,,,
21 September 2030,Thursday,Sylvester  Morales,Nestle Milky Bar Stick,3,468.00,1404,Mumbai,West,,,,,,,,,
22 September 2030,Friday,Lula  Daniels,Nestle Fab,3,263.00,789,Nainital,North,,,,,,,,,
23 September 2030,Saturday,Ernest  Davis,Nestle Rowntree Screamers,3,403.00,1209,Mumbai,West,,,,,,,,,
24 September 2030,Sunday,Andrew  Meyer,Nestle Fab,3,107.00,321,Mumbai,West,,,,,,,,,
25 September 2030,Monday,Sonya  Mullins,Nestle Smarties Pop-Up,2,143.00,286,Kolkata,East,,,,,,,,,
26 September 2030,Tuesday,Rachel  Gomez,Nestle Smarties Pop-Up,2,217.00,434,Delhi,North,,,,,,,,,
27 September 2030,Wednesday,Marion  Glover,Nestle Rowntree Fruit Pastil,2,381.00,762,Durgapur,East,,,,,,,,,
28 September 2030,Thursday,Trevor  Jones,Nestle Kit Kat Cone,2,407.00,814,Pune,West,,,,,,,,,
29 September 2030,Friday,Cassandra  Franklin,Nestle Toffee Crumble,3,370.00,1110,Delhi,North,,,,,,,,,
30 September 2030,Saturday,Billie  Chandler,Nestle Kit Kat Cone,4,238.00,952,Surat,West,,,,,,,,,
01 October 2030,Sunday,Jaime  Pearson,Nestle Milky Bar Stick,19,249.00,4731,Jodhpur,North,,,,,,,,,
02 October 2030,Monday,Guillermo  Potter,Nestle Aero Mint Potz,3,234.00,702,Nainital,North,,,,,,,,,
03 October 2030,Tuesday,Patty  Thompson,Nestle Toffee Crumble,3,256.00,768,Mumbai,West,,,,,,,,,
04 October 2030,Wednesday,Sonya  Mullins,Nestle Smarties Pop-Up,2,311.00,622,Kolkata,East,,,,,,,,,
